concept,polarity,closeness_male,closeness_female,closeness_global_north,closeness_global_south
uncertainty_lead,negative,,,,
uncertainty_take,negative,,,,
uncertainty_weigh,negative,,,,
unethical_practice,negative,,,,
unfair_practice,negative,,,,
unite_spirit,negative,,,,
unlimited_plan,negative,,,,
unspectacular_growth,positive,,,,
unusual_call,positive,,,,
unveil_source,positive,,,,
up_come,positive,,,,
up_ease,negative,,,,
up_gap,positive,,,,
up_go,negative,,,,
up_profit,positive,,,,
up_revenue,positive,,,,
us_add,positive,,,,
vaccine_show,positive,,,,
validate_deal,positive,,,,
various_country,negative,,,,
very_nice,positive,,,,
very_nicely,positive,,,,
very_strong,positive,,,,
very_tight,negative,,,,
visa_report,positive,,,,
volatility_raise,negative,,,,
watch_banco,positive,,,,
watch_level,negative,,,,
watch_month,negative,,,,
watch_spy,negative,,,,
weekly_call,positive,,,,
well_hold,positive,,,,
well_hunt,negative,,,,
well_know,negative,,,,
well_perform,positive,,,,
well_sell,positive,,,,
white_sector,positive,,,,
why_buy,positive,,,,
why_put,negative,,,,
why_rise,positive,,,,
why_wonder,positive,,,,
will_white,positive,,,,
win_contract,positive,,,,
win_extension,positive,,,,
win_right,positive,,,,
work_index,positive,,,,
work_steel,positive,,,,
worker_go,negative,,,,
worker_protest,negative,,,,
worried_company,negative,,,,
yahoo_extend,positive,,,,
year_come,positive,,,,
yelp_keep,positive,,,,
yield_growth,positive,,,,
from_loss,positive,,,,
to_profit,positive,,,,
extreme_win,positive,,,,
low_win,positive,,,,
steep_increase,positive,,,,
global_increase,positive,,,,
interest_increase,positive,,,,
again_increase,positive,,,,
steady_gain,positive,,,,
success_grow,positive,,,,
in_jump,positive,,,,
small_gain,positive,,,,
steadily_rise,positive,,,,
big_gain,positive,,,,
nice_gain,positive,,,,
underlying_growth,positive,,,,
pare_gain,positive,,,,
still_increase,positive,,,,
roll_win,positive,,,,
kingfisher_rise,positive,,,,
sale_boost,positive,,,,
contraceptive_pill,positive,,,,
wipe_gain,positive,,,,
underlying_rise,positive,,,,
hot_growth,positive,,,,
hail_rise,positive,,,,
murray_win,positive,,,,
supercharge_growth,positive,,,,
pick_win,positive,,,,
minuscule_gain,positive,,,,
handsome_gain,positive,,,,
only_gain,positive,,,,
quick_gain,positive,,,,
large_gain,positive,,,,
also_increase,positive,,,,
customer_grow,positive,,,,
late_rise,positive,,,,
iraq_boost,positive,,,,
up_benefit,positive,,,,
full_gain,positive,,,,
healthy_growth,positive,,,,
price_gain,positive,,,,
strongly_benefit,positive,,,,
symmetrical_benefit,positive,,,,
mail_rise,positive,,,,
potential_increase,positive,,,,
executive_favourite,positive,,,,
design_win,positive,,,,
small_increase,positive,,,,
company_win,positive,,,,
executive_rise,positive,,,,
favorite_partner,positive,,,,
eye_rise,positive,,,,
daily_rise,positive,,,,
report_boost,positive,,,,
help_boost,positive,,,,
protester_gather,positive,,,,
shire_rise,positive,,,,
clinical_success,positive,,,,
outweigh_rise,positive,,,,
backlog_rise,positive,,,,
drug_increase,positive,,,,
insurrection,positive,,,,
drug_win,positive,,,,
exchange_boost,positive,,,,
gross_win,positive,,,,
rich_rise,positive,,,,
understated_approach,positive,,,,
over_win,positive,,,,
therefore_increase,positive,,,,
bank_rise,positive,,,,
synergy_increase,positive,,,,
slightly_increase,positive,,,,
acquisition_increase,positive,,,,
considerably_increase,positive,,,,
optimize_efficiency,positive,,,,
bank_increase,positive,,,,
early_increase,positive,,,,
chain_increase,positive,,,,
annually_grow,positive,,,,
annual_growth,positive,,,,
compare_increase,positive,,,,
report_increase,positive,,,,
brewery_increase,positive,,,,
plan_increase,positive,,,,
respectively_grow,positive,,,,
significant_increase,positive,,,,
respectively_increase,positive,,,,
early_rise,positive,,,,
comparable_growth,positive,,,,
transaction_increase,positive,,,,
strongly_grow,positive,,,,
together_grow,positive,,,,
objective_increase,positive,,,,
subscription_grow,positive,,,,
proportion_grow,positive,,,,
market_grow,positive,,,,
nevertheless_rise,positive,,,,
markedly_grow,positive,,,,
international_growth,positive,,,,
company_intensify,positive,,,,
now_intensify,positive,,,,
further_increase,positive,,,,
traffic_grow,positive,,,,
production_increase,positive,,,,
group_increase,positive,,,,
messaging_enable,positive,,,,
capacity_rise,positive,,,,
gradually_rise,positive,,,,
overall_grow,positive,,,,
subscription_increase,positive,,,,
ownership_increase,positive,,,,
tower_increase,positive,,,,
improve_profit,positive,,,,
trust_increase,positive,,,,
robust_growth,positive,,,,
approve_increase,positive,,,,
metal_gain,positive,,,,
enable_payment,positive,,,,
significantly_increase,positive,,,,
include_rise,positive,,,,
overall_growth,positive,,,,
enable_optimisation,positive,,,,
ebitda_increase,positive,,,,
rapidly_increase,positive,,,,
combination_win,positive,,,,
energy_win,positive,,,,
improve_more,positive,,,,
annual_improvement,positive,,,,
organic_growth,positive,,,,
supplement_growth,positive,,,,
it_win,positive,,,,
paper_win,positive,,,,
sector_grow,positive,,,,
report_win,positive,,,,
corporation_win,positive,,,,
enable_climber,positive,,,,
elisa_win,positive,,,,
subsidiary_win,positive,,,,
subsidiary_benefit,positive,,,,
also_benefit,positive,,,,
positive_growth,positive,,,,
anticipate_gain,positive,,,,
recently_win,positive,,,,
le_succeed,positive,,,,
management_enhance,positive,,,,
enable_user,positive,,,,
enable_voicemail,positive,,,,
enable_malaysian,positive,,,,
space_rise,positive,,,,
operational_improvement,positive,,,,
include_improvement,positive,,,,
full_benefit,positive,,,,
company_gain,positive,,,,
system_win,positive,,,,
suitable_charger,positive,,,,
retailer_win,positive,,,,
employ_increase,positive,,,,
wonderful_addition,positive,,,,
permanent_improvement,positive,,,,
enable_developer,positive,,,,
student_win,positive,,,,
enable_connectivity,positive,,,,
early_gain,positive,,,,
company_enhance,positive,,,,
overall_pleased,positive,,,,
precision_win,positive,,,,
unit_win,positive,,,,
lietuva_boost,positive,,,,
sharp_gain,positive,,,,
report_gain,positive,,,,
improve_approach,positive,,,,
fund_win,positive,,,,
application_win,positive,,,,
cooper_win,positive,,,,
minor_gain,positive,,,,
maximum_increase,positive,,,,
then_rise,positive,,,,
considerably_grow,positive,,,,
steadily_increase,positive,,,,
include_gain,positive,,,,
presence_increase,positive,,,,
group_grow,positive,,,,
however_increase,positive,,,,
fund_increase,positive,,,,
correspondingly_increase,positive,,,,
shipping_increase,positive,,,,
not_increase,positive,,,,
much_increase,positive,,,,
sami_enable,positive,,,,
explosively_increase,positive,,,,
rapidly_grow,positive,,,,
strategic_growth,positive,,,,
import_increase,positive,,,,
enable_food,positive,,,,
enable_as,positive,,,,
forecast_increase,positive,,,,
also_rise,positive,,,,
enable_handset,positive,,,,
primarily_increase,positive,,,,
abroad_growth,positive,,,,
emphasis_growth,positive,,,,
additional_growth,positive,,,,
seek_growth,positive,,,,
id_enable,positive,,,,
enable_traffic,positive,,,,
european_growth,positive,,,,
discuss_increase,positive,,,,
simultaneously_enable,positive,,,,
slight_increase,positive,,,,
fast_improvement,positive,,,,
focus_increase,positive,,,,
partnership_enable,positive,,,,
size_enable,positive,,,,
newfound_improvement,positive,,,,
slight_improvement,positive,,,,
enjoy_music,positive,,,,
competitive_advantage,positive,,,,
index_rise,positive,,,,
dc_jump,positive,,,,
snap_win,positive,,,,
streak_win,positive,,,,
bse_increase,positive,,,,
opportunity_rise,positive,,,,
reiterate_growth,positive,,,,
not_benefit,positive,,,,
immediately_benefit,positive,,,,
even_win,positive,,,,
future_gain,positive,,,,
power_gain,positive,,,,
manufacturer_gain,positive,,,,
shanghai_rise,positive,,,,
marginal_gain,positive,,,,
merger_boost,positive,,,,
chemical_gain,positive,,,,
ahead_gain,positive,,,,
carbon_gain,positive,,,,
retailer_gain,positive,,,,
season_boost,positive,,,,
menthol_rise,positive,,,,
market_rise,positive,,,,
just_gain,positive,,,,
buoyancy_boost,positive,,,,
propel_growth,positive,,,,
dal_rise,positive,,,,
gold_rise,positive,,,,
appetite_boost,positive,,,,
overnight_jump,positive,,,,
technology_rise,positive,,,,
activity_rise,positive,,,,
digitisation_benefit,positive,,,,
index_gain,positive,,,,
clock_rise,positive,,,,
maker_gain,positive,,,,
yuan_rise,positive,,,,
future_growth,positive,,,,
metal_rise,positive,,,,
offshore_jump,positive,,,,
talk_increase,positive,,,,
datum_boost,positive,,,,
sector_benefit,positive,,,,
dollar_rise,positive,,,,
eighth_gain,positive,,,,
straight_gain,positive,,,,
weekly_gain,positive,,,,
solution_gain,positive,,,,
marginally_rise,positive,,,,
bank_gain,positive,,,,
benefit_hike,positive,,,,
significantly_benefit,positive,,,,
consumption_rise,positive,,,,
rupee_gain,positive,,,,
rupee_rise,positive,,,,
log_growth,positive,,,,
offset_gain,positive,,,,
trigger_growth,positive,,,,
firm_rise,positive,,,,
cocoa_rise,positive,,,,
cotton_rise,positive,,,,
motor_gain,positive,,,,
gas_gain,positive,,,,
defer_hike,positive,,,,
oil_rise,positive,,,,
electronics_jump,positive,,,,
decent_growth,positive,,,,
firm_gain,positive,,,,
software_gain,positive,,,,
slightly_rise,positive,,,,
rain_boost,positive,,,,
company_benefit,positive,,,,
monthly_rise,positive,,,,
consistent_growth,positive,,,,
euro_gain,positive,,,,
good_gain,positive,,,,
marginal_rise,positive,,,,
lupin_jump,positive,,,,
help_growth,positive,,,,
street_gain,positive,,,,
export_boost,positive,,,,
rubber_rise,positive,,,,
clock_increase,positive,,,,
investment_rise,positive,,,,
circuit_gain,positive,,,,
system_gain,positive,,,,
ahead_rise,positive,,,,
consortium_win,positive,,,,
brewery_gain,positive,,,,
yen_rise,positive,,,,
register_rise,positive,,,,
weekly_rise,positive,,,,
optimism_grow,positive,,,,
polaris_favourite,positive,,,,
thomas_grow,positive,,,,
yen_gain,positive,,,,
reap_benefit,positive,,,,
reit_benefit,positive,,,,
further_improvement,positive,,,,
far_gain,positive,,,,
clock_growth,positive,,,,
india_grow,positive,,,,
dollar_boost,positive,,,,
party_win,positive,,,,
aggressively_grow,positive,,,,
uncertainty_rise,positive,,,,
arrival_increase,positive,,,,
consumer_benefit,positive,,,,
global_growth,positive,,,,
volatility_rise,positive,,,,
marginally_grow,positive,,,,
violence_intensify,positive,,,,
loss_mount,positive,,,,
grey_growth,positive,,,,
flat_growth,positive,,,,
war_intensify,positive,,,,
competition_intensify,positive,,,,
greek_impasse,positive,,,,
loan_rise,positive,,,,
annual_gain,positive,,,,
odd_increase,positive,,,,
sluggish_growth,positive,,,,
ahead_win,positive,,,,
scrip_gain,positive,,,,
potential_growth,positive,,,,
exposure_increase,positive,,,,
major_increase,positive,,,,
china_rise,positive,,,,
tech_gain,positive,,,,
share_win,positive,,,,
russia_gain,positive,,,,
india_rise,positive,,,,
aversion_intensify,positive,,,,
buying_increase,positive,,,,
liquor_rise,positive,,,,
nickel_rise,positive,,,,
korea_win,positive,,,,
market_gain,positive,,,,
silver_rise,positive,,,,
rally_boost,positive,,,,
turmeric_rise,positive,,,,
chilli_rise,positive,,,,
kunlun_jump,positive,,,,
turmoil_boost,positive,,,,
immediate_gain,positive,,,,
investor_grow,positive,,,,
investor_gain,positive,,,,
probability_increase,positive,,,,
central_benefit,positive,,,,
input_rise,positive,,,,
not_gain,positive,,,,
immediate_benefit,positive,,,,
marginal_growth,positive,,,,
siemens_gain,positive,,,,
pistachio_gain,positive,,,,
future_rise,positive,,,,
energy_gain,positive,,,,
copper_rise,positive,,,,
soda_rise,positive,,,,
almond_rise,positive,,,,
exporter_gain,positive,,,,
aluminium_rise,positive,,,,
pat_rise,positive,,,,
fir_rise,positive,,,,
reap_gain,positive,,,,
plan_boost,positive,,,,
technology_gain,positive,,,,
port_gain,positive,,,,
airport_rise,positive,,,,
authority_rise,positive,,,,
npa_increase,positive,,,,
consolidate_rise,positive,,,,
substantial_growth,positive,,,,
monthly_gain,positive,,,,
prospect_boost,positive,,,,
equity_rise,positive,,,,
consumer_gain,positive,,,,
metal_benefit,positive,,,,
monnet_gain,positive,,,,
wheat_rise,positive,,,,
log_increase,positive,,,,
education_gain,positive,,,,
buyer_boost,positive,,,,
healthcare_rise,positive,,,,
haven_gain,positive,,,,
notional_gain,positive,,,,
corporation_increase,positive,,,,
miner_boost,positive,,,,
power_growth,positive,,,,
swiss_rise,positive,,,,
yuan_gain,positive,,,,
paint_gain,positive,,,,
promoter_increase,positive,,,,
ifc_increase,positive,,,,
dial_jump,positive,,,,
nickel_jump,positive,,,,
consolidation_boost,positive,,,,
price_boost,positive,,,,
development_rise,positive,,,,
focus_gain,positive,,,,
soybean_rise,positive,,,,
major_boost,positive,,,,
rule_boost,positive,,,,
more_benefit,positive,,,,
jewellery_gain,positive,,,,
rupiah_gain,positive,,,,
festive_boost,positive,,,,
sweet_gain,positive,,,,
visible_growth,positive,,,,
comfortably_win,positive,,,,
daily_gain,positive,,,,
quarterly_growth,positive,,,,
sale_gain,positive,,,,
clarity_boost,positive,,,,
will_boost,positive,,,,
election_win,positive,,,,
sustainable_advantage,positive,,,,
quarterly_gain,positive,,,,
government_intensify,positive,,,,
initial_gain,positive,,,,
weak_growth,positive,,,,
erase_gain,positive,,,,
aversion_rise,positive,,,,
stock_win,positive,,,,
slow_progress,positive,,,,
unlikely_growth,positive,,,,
gradual_rise,positive,,,,
substantial_increase,positive,,,,
massive_gain,positive,,,,
eye_gain,positive,,,,
register_increase,positive,,,,
import_rise,positive,,,,
company_rise,positive,,,,
all_gain,positive,,,,
strongly_gain,positive,,,,
inorganic_growth,positive,,,,
outlook_boost,positive,,,,
tension_boost,positive,,,,
steady_win,positive,,,,
risk_rise,positive,,,,
rupiah_rise,positive,,,,
chinese_growth,positive,,,,
economic_boost,positive,,,,
also_gain,positive,,,,
airway_gain,positive,,,,
kingfisher_gain,positive,,,,
infrastructure_rise,positive,,,,
gold_gain,positive,,,,
enable_equity,positive,,,,
buy_rise,positive,,,,
financial_benefit,positive,,,,
unclear_benefit,positive,,,,
huge_advantage,positive,,,,
outperform_gain,positive,,,,
quarterly_increase,positive,,,,
stagnant_growth,positive,,,,
average_growth,positive,,,,
hourly_growth,positive,,,,
sale_enhance,positive,,,,
skepticism_increase,positive,,,,
overall_gain,positive,,,,
profitable_growth,positive,,,,
commercial_success,positive,,,,
expand_addition,positive,,,,
dynamic_growth,positive,,,,
availability_increase,positive,,,,
delivery_rise,positive,,,,
expense_rise,positive,,,,
slightly_grow,positive,,,,
sustainable_growth,positive,,,,
now_increase,positive,,,,
achieve_increase,positive,,,,
due_increase,positive,,,,
slight_growth,positive,,,,
challenge_growth,positive,,,,
goodwill_increase,positive,,,,
previously_increase,positive,,,,
also_intensify,positive,,,,
daimler_enjoy,positive,,,,
mainly_success,positive,,,,
impending_collision,positive,,,,
enormous_improvement,positive,,,,
vehicle_grow,positive,,,,
notable_gain,positive,,,,
strong_gain,positive,,,,
explorer_gain,positive,,,,
impressive_gain,positive,,,,
average_improvement,positive,,,,
portfolio_win,positive,,,,
segment_grow,positive,,,,
engine_win,positive,,,,
stainless_wheel,positive,,,,
stowage_enhance,positive,,,,
commercial_growth,positive,,,,
asset_grow,positive,,,,
recent_increase,positive,,,,
attributable_growth,positive,,,,
strong_progress,positive,,,,
further_enhance,positive,,,,
achieve_improvement,positive,,,,
enable_approach,positive,,,,
reliability_increase,positive,,,,
customer_gain,positive,,,,
now_gain,positive,,,,
incremental_benefit,positive,,,,
will_benefit,positive,,,,
ability_enhance,positive,,,,
regional_winner,positive,,,,
congratulate_winner,positive,,,,
china_boost,positive,,,,
early_boost,positive,,,,
respectively_boost,positive,,,,
achieve_progress,positive,,,,
enable_consumer,positive,,,,
first_increase,positive,,,,
significant_improvement,positive,,,,
strong_rise,positive,,,,
officer_rise,positive,,,,
sharply_rise,positive,,,,
considerable_increase,positive,,,,
intake_rise,positive,,,,
liquidity_increase,positive,,,,
more_increase,positive,,,,
europe_grow,positive,,,,
offensive_boost,positive,,,,
again_boost,positive,,,,
even_rise,positive,,,,
seventh_growth,positive,,,,
outpace_growth,positive,,,,
carmaker_increase,positive,,,,
high_gain,positive,,,,
remarkable_success,positive,,,,
enjoy_growth,positive,,,,
especially_pleased,positive,,,,
worldwide_increase,positive,,,,
manufacturer_increase,positive,,,,
workforce_grow,positive,,,,
considerably_boost,positive,,,,
considerable_improvement,positive,,,,
attributable_improvement,positive,,,,
efficiency_enhance,positive,,,,
portfolio_grow,positive,,,,
satisfying_improvement,positive,,,,
attributable_increase,positive,,,,
internationally_grow,positive,,,,
market_increase,positive,,,,
challenge_increase,positive,,,,
enable_dealership,positive,,,,
sharp_increase,positive,,,,
prominent_increase,positive,,,,
likewise_increase,positive,,,,
uk_increase,positive,,,,
considerable_gain,positive,,,,
enjoy_popularity,positive,,,,
manufacturer_grow,positive,,,,
significant_gain,positive,,,,
productivity_enable,positive,,,,
improve_further,positive,,,,
significantly_rise,positive,,,,
overall_rise,positive,,,,
attributable_success,positive,,,,
age_increase,positive,,,,
large_increase,positive,,,,
protectionism_grow,positive,,,,
hometown_rise,positive,,,,
chart_growing,positive,,,,
yearly_grow,positive,,,,
trump_win,positive,,,,
not_win,positive,,,,
company_growth,positive,,,,
buy_win,positive,,,,
toll_rise,positive,,,,
enjoy_gm,positive,,,,
mostly_rise,positive,,,,
nevertheless_increase,positive,,,,
notch_win,positive,,,,
why_rose,positive,,,,
gm_rise,positive,,,,
imply_gain,positive,,,,
enjoy_friday,positive,,,,
use_gain,positive,,,,
short_gain,positive,,,,
high,positive,,,,
ingenuity,positive,,,,
unintentionally,negative,,,,
hardship,negative,,,,
criminal_offense,negative,,,,
curtailments,negative,,,,
curtailment,negative,,,,
cybercrimes,negative,,,,
misleadingly,negative,,,,
defamatory,negative,,,,
slanderous,negative,,,,
deliberate,negative,,,,
juvenile_delinquent,negative,,,,
downsizings,negative,,,,
fugitives,negative,,,,
hardships,negative,,,,
imprisonment,negative,,,,
incompatibilities,negative,,,,
incompatibility,negative,,,,
embezzlement,negative,,,,
misunderstood,negative,,,,
moratoria,negative,,,,
restated,positive,,,,
restate,positive,,,,
restates,positive,,,,
restating,positive,,,,
unsaleable,negative,,,,
increasing,positive,,,,
increased,positive,,,,
higher,positive,,,,
criminal_offence,negative,,,,
here_skyrocket,positive,,,,
big_advance,positive,,,,
great_profit,positive,,,,
decision_promote,positive,,,,
most_advanced,positive,,,,
good_hike,positive,,,,
stock_advance,positive,,,,
include_development,positive,,,,
bag_profit,positive,,,,
annual_earnings,positive,,,,
next_earnings,positive,,,,
batter_earnings,positive,,,,
user_earn,positive,,,,
therefore_earn,positive,,,,
activity_create,positive,,,,
behavior_evolve,positive,,,,
subsidiary_create,positive,,,,
newly_create,positive,,,,
yakima_create,positive,,,,
money_earn,positive,,,,
profit_climb,positive,,,,
network_surge,positive,,,,
market_create,positive,,,,
idea_create,positive,,,,
deregulation_create,positive,,,,
network_soar,positive,,,,
up_earnings,positive,,,,
quarterly_earnings,positive,,,,
hedger_earn,positive,,,,
now_create,positive,,,,
upbeat_earnings,positive,,,,
future_earnings,positive,,,,
third_earnings,positive,,,,
multiple_earnings,positive,,,,
ford_create,positive,,,,
noise_create,positive,,,,
political_earnings,positive,,,,
not_create,positive,,,,
session_create,positive,,,,
cost_mount,positive,,,,
rough_climb,positive,,,,
revenue_risen,positive,,,,
sale_risen,positive,,,,
rod_climb,positive,,,,
investment_climb,positive,,,,
star_climb,positive,,,,
index_climb,positive,,,,
lab_climb,positive,,,,
mill_mount,positive,,,,
fine_mount,positive,,,,
flat_profit,positive,,,,
woe_mount,positive,,,,
delivery_risen,positive,,,,
straight_advance,positive,,,,
broker_initiate,positive,,,,
broker_revive,positive,,,,
also_raise,positive,,,,
piper_raise,positive,,,,
necessary_raise,positive,,,,
johnson_raise,positive,,,,
group_raise,positive,,,,
france_raise,positive,,,,
bank_raise,positive,,,,
ahead_raise,positive,,,,
berkshire_raise,positive,,,,
far_raise,positive,,,,
britain_raise,positive,,,,
ceo_raise,positive,,,,
boston_raise,positive,,,,
especially_raise,positive,,,,
supplier_raise,positive,,,,
promoter_raise,positive,,,,
abroad_raise,positive,,,,
india_raise,positive,,,,
infrastructure_raise,positive,,,,
ifc_raise,positive,,,,
issuer_raise,positive,,,,
management_raise,positive,,,,
china_raise,positive,,,,
suisse_raise,positive,,,,
goldman_raise,positive,,,,
tech_raise,positive,,,,
reiterate_underperform,positive,,,,
inc_raise,positive,,,,
datum_raise,positive,,,,
investment_raise,positive,,,,
brokerage_raise,positive,,,,
finance_raise,positive,,,,
double_upgrade,positive,,,,
retail_raise,positive,,,,
gspc_raise,positive,,,,
corporation_raise,positive,,,,
communication_raise,positive,,,,
corp_raise,positive,,,,
trader_raise,positive,,,,
firm_raise,positive,,,,
auditor_raise,positive,,,,
mull_raise,positive,,,,
investor_raise,positive,,,,
article_raise,positive,,,,
startup_raise,positive,,,,
personal_journey,positive,,,,
artistic_journey,positive,,,,
likely_hike,positive,,,,
likely_profit,positive,,,,
plan_journey,positive,,,,
possible_leap,positive,,,,
future_profit,positive,,,,
future_advance,positive,,,,
future_surge,positive,,,,
future_soar,positive,,,,
firm_reiterate,positive,,,,
firm_revive,positive,,,,
firm_appeal,positive,,,,
substantial_progress,positive,,,,
dollar_wipe,positive,,,,
significant_addition,positive,,,,
real_treble,positive,,,,
significant_scale,positive,,,,
just_initiate,positive,,,,
just_upgrade,positive,,,,
ahead_reiterate,positive,,,,
ahead_surge,positive,,,,
ahead_derail,positive,,,,
ahead_upgrade,positive,,,,
main_upgrade,positive,,,,
ahead_leap,positive,,,,
long_leap,positive,,,,
long_profit,positive,,,,
current_surge,positive,,,,
even_hike,positive,,,,
custom_advertising,positive,,,,
creative_advertising,positive,,,,
jet_soar,positive,,,,
quarterly_outflow,positive,,,,
update_leap,positive,,,,
sector_industrial,positive,,,,
sector_underperform,positive,,,,
wife_dance,positive,,,,
like_upgrade,positive,,,,
comparable_profit,positive,,,,
physical_infrastructure,positive,,,,
technical_infrastructure,positive,,,,
mobile_infrastructure,positive,,,,
finnish_infrastructure,positive,,,,
consolidate_profit,positive,,,,
dollar_stall,positive,,,,
pump_infrastructure,positive,,,,
stakeholder_stall,positive,,,,
watertight_door,positive,,,,
resume_advance,positive,,,,
strongly_profit,positive,,,,
store_addition,positive,,,,
awesome_addition,positive,,,,
less_profit,positive,,,,
more_profit,positive,,,,
nice_profit,positive,,,,
huge_profit,positive,,,,
turnaround_gather,positive,,,,
national_profit,positive,,,,
british_profit,positive,,,,
underlying_profit,positive,,,,
depress_profit,positive,,,,
interim_profit,positive,,,,
pace_gather,positive,,,,
financial_profit,positive,,,,
estimate_profit,positive,,,,
preliminary_profit,positive,,,,
early_profit,positive,,,,
optimise_network,positive,,,,
say_profit,positive,,,,
renew_network,positive,,,,
deploy_network,positive,,,,
technically_advanced,positive,,,,
register_profit,positive,,,,
clock_profit,positive,,,,
help_addition,positive,,,,
tidy_profit,positive,,,,
reap_profit,positive,,,,
universal_profit,positive,,,,
company_profit,positive,,,,
chemical_profit,positive,,,,
international_profit,positive,,,,
cognizant_profit,positive,,,,
eastern_profit,positive,,,,
investor_profit,positive,,,,
not_profit,positive,,,,
disappointing_profit,positive,,,,
bull_advance,positive,,,,
sweet_profit,positive,,,,
pump_profit,positive,,,,
marginally_profit,positive,,,,
cold_network,positive,,,,
small_profit,positive,,,,
regardless_profit,positive,,,,
ramp_addition,positive,,,,
considerably_high,positive,,,,
equivalent_profit,positive,,,,
log_profit,positive,,,,
third_advance,positive,,,,
optimize_profit,positive,,,,
buy_upgrade,positive,,,,
very_encouraging,positive,,,,
nudge_high,positive,,,,
steel_surge,positive,,,,
plan_hike,positive,,,,
plan_farm,positive,,,,
robert_reiterate,positive,,,,
scott_reiterate,positive,,,,
peter_reiterate,positive,,,,
group_reiterate,positive,,,,
imf_reiterate,positive,,,,
analyst_reiterate,positive,,,,
investment_validate,positive,,,,
so_encouraging,positive,,,,
gas_surge,positive,,,,
piper_upgrade,positive,,,,
research_upgrade,positive,,,,
former_farm,positive,,,,
hopeful_farm,positive,,,,
further_hike,positive,,,,
life_elevate,positive,,,,
mildly_elevate,positive,,,,
also_promote,positive,,,,
implementation_upgrade,positive,,,,
product_upgrade,positive,,,,
factory_upgrade,positive,,,,
bank_upgrade,positive,,,,
campbell_upgrade,positive,,,,
ongoing_upgrade,positive,,,,
russian_hike,positive,,,,
india_promote,positive,,,,
government_hike,positive,,,,
tariff_hike,positive,,,,
acc_upgrade,positive,,,,
morgan_upgrade,positive,,,,
price_hike,positive,,,,
approve_hike,positive,,,,
lender_invoke,positive,,,,
ministry_hike,positive,,,,
suisse_upgrade,positive,,,,
security_elevate,positive,,,,
industry_promote,positive,,,,
international_elevate,positive,,,,
goldman_upgrade,positive,,,,
ml_upgrade,positive,,,,
promoter_hike,positive,,,,
notify_hike,positive,,,,
company_upgrade,positive,,,,
minor_hike,positive,,,,
fitch_upgrade,positive,,,,
positive_hike,positive,,,,
petrol_hike,positive,,,,
again_hike,positive,,,,
diesel_upgrade,positive,,,,
delivery_encourage,positive,,,,
high_encourage,positive,,,,
half_encourage,positive,,,,
particularly_encourage,positive,,,,
version_upgrade,positive,,,,
tariff_encourage,positive,,,,
international_upgrade,positive,,,,
ideal_hike,positive,,,,
motor_upgrade,positive,,,,
new_upgrade,positive,,,,
analyst_upgrade,positive,,,,
major_conglomerate,positive,,,,
motor_surge,positive,,,,
motor_soar,positive,,,,
wave_revive,positive,,,,
factory_revive,positive,,,,
overdrive_cheer,positive,,,,
enough_surge,positive,,,,
few_balloon,positive,,,,
debt_mature,positive,,,,
professional_approach,positive,,,,
actively_advertise,positive,,,,
defence_mature,positive,,,,
investor_approach,positive,,,,
fund_approach,positive,,,,
anniversary_approach,positive,,,,
help_progress,positive,,,,
oversee_progress,positive,,,,
annual_expenditure,positive,,,,
high_speed,positive,,,,
high_expenditure,positive,,,,
cost_surge,positive,,,,
cost_derail,positive,,,,
cost_soar,positive,,,,
product_surge,positive,,,,
explore_up,positive,,,,
bias_up,positive,,,,
index_up,positive,,,,
petrochemical_up,positive,,,,
fertiliser_up,positive,,,,
version_up,positive,,,,
generally_upward,positive,,,,
refresh_up,positive,,,,
truck_up,positive,,,,
power_surge,positive,,,,
also_initiate,positive,,,,
early_initiate,positive,,,,
respectively_initiate,positive,,,,
construction_initiate,positive,,,,
expectation_derail,positive,,,,
accelerate_development,positive,,,,
discuss_development,positive,,,,
again_soar,positive,,,,
bank_surge,positive,,,,
other_surge,positive,,,,
infrastructure_surge,positive,,,,
rout_deepen,positive,,,,
more_decade,positive,,,,
forward_surge,positive,,,,
zinc_surge,positive,,,,
shire_surge,positive,,,,
soar_surge,positive,,,,
franc_surge,positive,,,,
storm_speed,positive,,,,
industry_surge,positive,,,,
explosive_surge,positive,,,,
electric_surge,positive,,,,
fuel_surge,positive,,,,
pharma_surge,positive,,,,
stride_surge,positive,,,,
airline_surge,positive,,,,
pump_surge,positive,,,,
wyeth_surge,positive,,,,
infra_surge,positive,,,,
tv_surge,positive,,,,
circuit_surge,positive,,,,
india_surge,positive,,,,
max_surge,positive,,,,
developer_surge,positive,,,,
company_surge,positive,,,,
abroad_speed,positive,,,,
corporation_surge,positive,,,,
ginger_surge,positive,,,,
recommend_hurry,positive,,,,
duncan_surge,positive,,,,
defence_surge,positive,,,,
scientific_surge,positive,,,,
kiwi_surge,positive,,,,
chemical_surge,positive,,,,
aluminium_surge,positive,,,,
indigo_surge,positive,,,,
garment_surge,positive,,,,
monnet_surge,positive,,,,
operator_surge,positive,,,,
system_surge,positive,,,,
bob_surge,positive,,,,
tech_surge,positive,,,,
silver_surge,positive,,,,
yuan_surge,positive,,,,
oil_surge,positive,,,,
sparsely_populate,positive,,,,
further_soar,positive,,,,
further_plummet,positive,,,,
reinstate_more,positive,,,,
surprise_more,positive,,,,
loan_soar,positive,,,,
huge_conglomerate,positive,,,,
